date,min_level,avg_level,max_level
2014-12-05,-0.030,0.020,0.080
2014-12-06,0.060,0.083,0.110
2014-12-07,0.060,0.095,0.110
2014-12-08,0.090,0.104,0.120
2014-12-09,0.090,0.108,0.120
2014-12-10,0.110,0.124,0.150
2014-12-11,0.110,0.121,0.130
2014-12-12,0.130,0.140,0.150
2014-12-13,0.150,0.188,0.220
2014-12-14,0.180,0.218,0.230
2014-12-15,0.130,0.148,0.180
2014-12-16,0.090,0.120,0.140
2014-12-17,0.150,0.195,0.260
2014-12-18,0.140,0.222,0.330
2014-12-19,0.090,0.117,0.140
2014-12-20,0.090,0.097,0.100
2014-12-21,-0.020,0.049,0.100
2014-12-22,-0.100,-0.018,0.050
2014-12-23,0.030,0.080,0.130
2014-12-24,0.080,0.113,0.130
2014-12-25,0.050,0.076,0.090
2014-12-26,0.050,0.083,0.130
2014-12-27,0.130,0.180,0.230
2014-12-28,0.200,0.218,0.230
2014-12-29,0.130,0.167,0.210
2014-12-30,0.080,0.123,0.150
2014-12-31,0.110,0.122,0.140
2015-01-01,0.070,0.088,0.110
2015-01-02,0.090,0.095,0.110
2015-01-03,0.110,0.146,0.180
2015-01-04,0.120,0.172,0.270
2015-01-05,0.130,0.160,0.180
2015-01-06,0.090,0.117,0.140
2015-01-07,0.010,0.085,0.120
2015-01-08,0.050,0.084,0.140
2015-01-09,0.100,0.152,0.200
2015-01-10,0.140,0.160,0.170
2015-01-11,0.070,0.120,0.140
2015-01-12,0.070,0.090,0.120
2015-01-13,-0.020,0.048,0.080
2015-01-14,0.060,0.098,0.150
2015-01-15,0.070,0.100,0.160
2015-01-16,0.020,0.081,0.160
2015-01-17,0.060,0.090,0.120
2015-01-18,0.070,0.115,0.130
2015-01-19,-0.020,0.038,0.080
2015-01-20,-0.060,0.035,0.100
2015-01-21,0.020,0.073,0.110
2015-01-22,0.090,0.095,0.120
2015-01-23,0.070,0.121,0.170
2015-01-24,0.110,0.135,0.150
2015-01-25,0.120,0.135,0.140
2015-01-26,0.090,0.104,0.120
2015-01-27,0.080,0.091,0.110
2015-01-28,0.060,0.077,0.090
2015-01-29,0.040,0.080,0.110
2015-01-30,0.090,0.104,0.120
2015-01-31,0.100,0.114,0.120
2015-02-01,0.090,0.103,0.120
2015-02-02,0.100,0.111,0.120
2015-02-03,0.080,0.116,0.150
2015-02-04,0.120,0.143,0.190
2015-02-05,0.090,0.115,0.140
2015-02-06,0.090,0.098,0.100
2015-02-07,0.070,0.082,0.090
2015-02-08,0.070,0.088,0.110
2015-02-09,0.070,0.091,0.110
2015-02-10,0.080,0.090,0.100
2015-02-11,0.070,0.075,0.080
2015-02-12,0.060,0.073,0.080
2015-02-13,0.060,0.068,0.080
2015-02-14,0.030,0.100,0.150
2015-02-15,0.120,0.125,0.130
2015-02-16,0.110,0.126,0.170
2015-02-17,0.100,0.167,0.310
2015-02-18,0.060,0.092,0.110
2015-02-19,0.010,0.050,0.090
2015-02-20,-0.010,0.034,0.140
2015-02-21,0.130,0.164,0.210
2015-02-22,0.080,0.104,0.130
2015-02-23,0.080,0.113,0.160
2015-02-24,0.010,0.074,0.170
2015-02-25,-0.020,0.038,0.100
2015-02-26,-0.030,0.028,0.090
2015-02-27,-0.070,0.003,0.070
2015-02-28,0.060,0.066,0.080
2015-03-01,0.010,0.043,0.060
2015-03-02,0.040,0.047,0.050
2015-03-03,0.020,0.063,0.090
2015-03-04,0.030,0.108,0.170
2015-03-05,0.090,0.127,0.160
2015-03-06,0.100,0.109,0.110
2015-03-07,0.080,0.103,0.110
2015-03-08,0.100,0.107,0.110
2015-03-09,0.090,0.100,0.110
2015-03-10,0.070,0.085,0.100
2015-03-11,0.040,0.071,0.080
2015-03-12,0.060,0.091,0.130
2015-03-13,0.110,0.126,0.130
2015-03-14,0.120,0.129,0.140
2015-03-15,0.080,0.119,0.130
2015-03-16,0.110,0.111,0.120
2015-03-17,0.110,0.118,0.120
2015-03-18,0.090,0.108,0.120
2015-03-19,0.060,0.081,0.090
2015-03-20,0.070,0.110,0.150
2015-03-21,0.120,0.139,0.150
2015-03-22,0.110,0.128,0.140
2015-03-23,0.110,0.122,0.130
2015-03-24,0.120,0.129,0.140
2015-03-25,0.090,0.122,0.130
2015-03-26,0.120,0.129,0.140
2015-03-27,0.140,0.143,0.150
2015-03-28,0.130,0.130,0.130
2015-03-29,0.080,0.123,0.130
2015-03-30,0.100,0.134,0.150
2015-03-31,0.080,0.129,0.150
2015-04-01,0.090,0.111,0.120
2015-04-02,0.090,0.117,0.140
2015-04-03,0.110,0.144,0.170
2015-04-04,0.090,0.148,0.280
2015-04-05,0.090,0.148,0.200
2015-04-06,0.070,0.124,0.150
2015-04-07,0.070,0.100,0.130
2015-04-08,0.060,0.087,0.100
2015-04-09,0.060,0.107,0.140
2015-04-10,0.090,0.123,0.140
2015-04-11,0.100,0.117,0.130
2015-04-12,0.060,0.109,0.120
2015-04-13,0.090,0.112,0.140
2015-04-14,0.080,0.104,0.140
2015-04-15,0.100,0.137,0.160
2015-04-16,0.110,0.138,0.150
2015-04-17,0.140,0.140,0.140
2015-04-18,0.050,0.107,0.150
2015-04-19,0.050,0.114,0.140
2015-04-20,0.040,0.134,0.150
2015-04-21,0.060,0.128,0.150
2015-04-22,0.140,0.140,0.140
2015-04-23,0.120,0.138,0.200
2015-04-24,0.060,0.130,0.150
2015-04-25,0.110,0.128,0.160
2015-04-26,0.110,0.148,0.160
2015-04-27,0.140,0.153,0.170
2015-04-28,0.040,0.112,0.140
2015-04-29,0.110,0.123,0.170
2015-04-30,0.080,0.116,0.180
2015-05-01,0.090,0.112,0.170
2015-05-02,-0.030,0.081,0.110
2015-05-03,0.090,0.090,0.090
2015-05-04,0.100,0.159,0.180
2015-05-05,-0.040,0.115,0.190
2015-05-06,0.140,0.155,0.250
2015-05-07,0.020,0.096,0.140
2015-05-08,-0.070,0.090,0.110
2015-05-09,0.100,0.109,0.120
2015-05-10,0.010,0.090,0.140
2015-05-11,0.110,0.138,0.150
2015-05-12,0.090,0.115,0.140
2015-05-13,0.020,0.090,0.120
2015-05-14,0.090,0.124,0.200
2015-05-15,0.120,0.133,0.170
2015-05-16,0.050,0.150,0.190
2015-05-17,0.050,0.086,0.110
2015-05-18,0.060,0.078,0.100
2015-05-19,0.060,0.102,0.120
2015-05-20,0.030,0.090,0.130
2015-05-21,-0.050,0.058,0.080
2015-05-22,0.030,0.080,0.120
2015-05-23,-0.060,0.091,0.120
2015-05-24,0.010,0.099,0.150
2015-05-25,0.030,0.094,0.140
2015-05-26,0.070,0.070,0.070
2015-05-27,-0.100,0.076,0.170
2015-05-28,0.040,0.089,0.110
2015-05-29,0.060,0.089,0.100
2015-05-30,0.070,0.095,0.140
2015-05-31,0.060,0.108,0.170
2015-06-01,0.070,0.101,0.130
2015-06-02,0.060,0.103,0.140
2015-06-03,0.040,0.101,0.120
2015-06-04,0.080,0.105,0.130
2015-06-05,0.030,0.091,0.110
2015-06-06,-0.020,0.075,0.130
2015-06-07,0.000,0.073,0.140
2015-06-08,0.040,0.082,0.100
2015-06-09,0.100,0.130,0.190
2015-06-10,0.060,0.118,0.150
2015-06-11,-0.010,0.106,0.130
2015-06-12,0.050,0.126,0.220
2015-06-13,0.050,0.125,0.160
2015-06-14,0.130,0.157,0.250
2015-06-15,0.110,0.159,0.230
2015-06-16,0.110,0.130,0.170
2015-06-17,0.060,0.113,0.150
2015-06-18,0.070,0.102,0.130
2015-06-19,-0.010,0.093,0.120
2015-06-20,0.030,0.123,0.170
2015-06-21,0.060,0.131,0.150
2015-06-22,0.060,0.128,0.140
2015-06-23,0.070,0.128,0.180
2015-06-24,0.080,0.126,0.180
2015-06-25,0.070,0.123,0.140
2015-06-26,0.100,0.133,0.150
2015-06-27,0.040,0.137,0.160
2015-06-28,0.100,0.134,0.150
2015-06-29,0.030,0.122,0.160
2015-06-30,0.060,0.125,0.150
2015-07-01,0.040,0.123,0.160
2015-07-02,0.060,0.112,0.130
2015-07-03,0.060,0.113,0.140
2015-07-04,0.080,0.123,0.180
2015-07-05,0.100,0.125,0.140
2015-07-06,0.120,0.149,0.190
2015-07-07,0.080,0.125,0.160
2015-07-08,-0.010,0.105,0.180
2015-07-09,0.000,0.112,0.170
2015-07-10,-0.050,0.099,0.150
2015-07-11,-0.010,0.092,0.140
2015-07-12,0.020,0.094,0.130
2015-07-13,0.080,0.100,0.150
2015-07-14,0.040,0.096,0.160
2015-07-15,0.060,0.106,0.170
2015-07-16,0.020,0.108,0.150
2015-07-17,0.030,0.098,0.120
2015-07-18,0.050,0.091,0.100
2015-07-19,0.050,0.095,0.130
2015-07-20,0.070,0.093,0.110
2015-07-21,0.010,0.087,0.130
2015-07-22,-0.060,0.086,0.110
2015-07-23,0.050,0.093,0.140
2015-07-24,0.070,0.120,0.200
2015-07-25,0.030,0.135,0.180
2015-07-26,0.090,0.135,0.190
2015-07-27,0.060,0.101,0.130
2015-07-28,0.030,0.112,0.180
2015-07-29,0.000,0.100,0.160
2015-07-30,0.080,0.102,0.150
2015-07-31,0.070,0.111,0.120
2015-08-01,0.010,0.095,0.130
2015-08-02,0.050,0.094,0.110
2015-08-03,0.080,0.099,0.120
2015-08-04,0.060,0.100,0.140
2015-08-05,0.030,0.095,0.120
2015-08-06,0.070,0.101,0.160
2015-08-07,0.010,0.084,0.110
2015-08-08,0.020,0.085,0.120
2015-08-09,0.030,0.080,0.110
2015-08-10,0.060,0.089,0.120
2015-08-11,0.000,0.089,0.150
2015-08-12,-0.050,0.078,0.090
2015-08-13,0.060,0.089,0.130
2015-08-14,0.070,0.113,0.160
2015-08-15,0.030,0.105,0.130
2015-08-16,0.130,0.156,0.230
2015-08-17,0.100,0.125,0.140
2015-08-18,0.070,0.107,0.150
2015-08-19,-0.050,0.089,0.110
2015-08-20,0.010,0.093,0.110
2015-08-21,0.010,0.101,0.130
2015-08-22,0.030,0.110,0.170
2015-08-23,0.030,0.110,0.140
2015-08-24,0.040,0.114,0.140
2015-08-25,-0.040,0.122,0.150
2015-08-26,0.100,0.143,0.220
2015-08-27,-0.040,0.079,0.110
2015-08-28,-0.020,0.078,0.100
2015-08-29,0.050,0.090,0.180
2015-08-30,0.010,0.115,0.140
2015-08-31,0.030,0.114,0.130
2015-09-01,0.090,0.130,0.170
2015-09-02,0.100,0.143,0.200
2015-09-03,0.140,0.157,0.210
2015-09-04,0.120,0.139,0.160
2015-09-05,0.050,0.119,0.170
2015-09-06,0.070,0.110,0.160
2015-09-07,0.050,0.099,0.120
2015-09-08,0.070,0.100,0.120
2015-09-09,0.020,0.102,0.180
2015-09-10,0.070,0.101,0.130
2015-09-11,0.060,0.090,0.120
2015-09-12,0.040,0.086,0.110
2015-09-13,0.010,0.086,0.140
2015-09-14,0.040,0.099,0.120
2015-09-15,0.080,0.103,0.130
2015-09-16,0.080,0.120,0.160
2015-09-17,0.080,0.138,0.170
2015-09-18,0.060,0.152,0.240
2015-09-19,0.090,0.153,0.190
2015-09-20,0.090,0.124,0.200
2015-09-21,0.060,0.121,0.200
2015-09-22,0.120,0.143,0.170
2015-09-23,0.100,0.147,0.160
2015-09-24,0.140,0.162,0.210
2015-09-25,0.040,0.113,0.140
2015-09-26,-0.010,0.088,0.130
2015-09-27,-0.010,0.077,0.110
2015-09-28,0.060,0.076,0.090
2015-09-29,0.000,0.073,0.110
2015-09-30,0.040,0.093,0.100
2015-10-01,0.060,0.097,0.110
2015-10-02,0.090,0.103,0.110
2015-10-03,-0.040,0.084,0.120
2015-10-04,0.050,0.097,0.130
2015-10-05,0.090,0.105,0.130
2015-10-06,0.130,0.149,0.160
2015-10-07,0.160,0.162,0.170
2015-10-08,0.110,0.161,0.190
2015-10-09,0.040,0.120,0.160
2015-10-10,0.050,0.110,0.130
2015-10-11,0.040,0.105,0.150
2015-10-12,0.070,0.111,0.130
2015-10-13,0.070,0.088,0.100
2015-10-14,0.090,0.107,0.130
2015-10-15,0.060,0.111,0.120
2015-10-16,0.090,0.111,0.120
2015-10-17,0.070,0.109,0.130
2015-10-18,0.060,0.101,0.120
2015-10-19,0.110,0.119,0.140
2015-10-20,0.080,0.111,0.130
2015-10-21,0.110,0.123,0.140
2015-10-22,0.080,0.122,0.140
2015-10-23,0.130,0.151,0.180
2015-10-24,0.080,0.136,0.150
2015-10-25,0.100,0.123,0.140
2015-10-26,0.090,0.127,0.140
2015-10-27,0.120,0.128,0.140
2015-10-28,0.020,0.122,0.150
2015-10-29,0.050,0.118,0.140
2015-10-30,0.120,0.131,0.140
2015-11-04,0.130,0.147,0.200
2015-11-05,0.120,0.147,0.170
2015-11-06,0.090,0.106,0.130
2015-11-07,0.120,0.145,0.190
2015-11-08,0.060,0.140,0.160
2015-11-09,0.100,0.145,0.170
2015-11-10,0.060,0.099,0.120
2015-11-11,0.040,0.079,0.110
2015-11-12,0.070,0.075,0.090
2015-11-13,0.030,0.069,0.090
2015-11-14,0.050,0.072,0.100
2015-11-15,0.090,0.098,0.110
2015-11-16,0.040,0.102,0.120
2015-11-17,0.050,0.106,0.150
2015-11-18,0.050,0.078,0.100
2015-11-19,0.090,0.093,0.100
2015-11-20,0.090,0.099,0.110
2015-11-21,0.100,0.109,0.120
2015-11-22,0.070,0.088,0.100
2015-11-23,0.080,0.090,0.100
2015-11-24,0.080,0.099,0.110
2015-11-25,0.100,0.133,0.150
2015-11-26,0.120,0.152,0.170
2015-11-27,0.060,0.102,0.120
2015-11-28,0.060,0.092,0.120
2015-11-29,0.080,0.105,0.120
2015-11-30,0.090,0.120,0.160
2015-12-01,0.080,0.086,0.090
2015-12-02,0.090,0.093,0.100
2015-12-03,0.080,0.089,0.100
2015-12-04,0.070,0.097,0.120
2015-12-05,0.030,0.088,0.130
2015-12-06,-0.010,0.062,0.100
2015-12-07,0.070,0.077,0.090
2015-12-08,0.040,0.050,0.070
2015-12-09,0.020,0.076,0.140
2015-12-10,0.120,0.131,0.140
2015-12-11,0.100,0.118,0.140
2015-12-12,0.030,0.102,0.120
2015-12-13,0.080,0.096,0.110
2015-12-14,0.070,0.103,0.200
2015-12-15,0.010,0.049,0.080
2015-12-16,-0.010,0.016,0.050
2015-12-17,0.050,0.066,0.080
2015-12-18,0.010,0.043,0.070
2015-12-19,-0.030,0.046,0.110
2015-12-20,0.080,0.093,0.100
2015-12-21,0.060,0.068,0.080
2015-12-22,0.050,0.060,0.070
2015-12-23,0.060,0.067,0.090
2015-12-24,0.050,0.105,0.200
2015-12-25,0.050,0.066,0.100
2015-12-26,0.100,0.114,0.120
2015-12-27,0.110,0.119,0.130
2015-12-28,0.110,0.134,0.170
2015-12-29,0.170,0.176,0.180
2015-12-30,0.090,0.130,0.160
2015-12-31,-0.020,0.078,0.160
2016-01-01,-0.040,0.018,0.080
2016-01-02,-0.040,-0.009,0.020
2016-01-03,-0.010,0.042,0.080
2016-01-04,-0.020,0.033,0.080
2016-01-05,-0.020,0.003,0.030
2016-01-06,-0.060,0.011,0.060
2016-01-07,-0.070,-0.046,-0.010
2016-01-08,-0.050,0.015,0.080
2016-01-09,0.040,0.069,0.100
2016-01-10,0.070,0.072,0.080
2016-01-11,0.080,0.116,0.140
2016-01-12,0.030,0.095,0.150
2016-01-13,0.040,0.048,0.060
2016-01-14,0.020,0.040,0.060
2016-01-15,-0.050,-0.011,0.020
2016-01-16,-0.050,0.000,0.040
2016-01-17,-0.090,-0.021,0.040
2016-01-18,-0.040,0.003,0.050
2016-01-19,-0.010,0.069,0.110
2016-01-20,0.040,0.095,0.110
2016-01-21,0.060,0.078,0.110
2016-01-22,0.050,0.063,0.070
2016-01-23,0.070,0.091,0.120
2016-01-24,0.060,0.100,0.130
2016-01-25,0.010,0.040,0.060
2016-01-26,-0.030,-0.010,0.020
2016-01-27,-0.060,-0.031,0.010
2016-01-28,0.010,0.057,0.100
2016-01-29,0.020,0.075,0.100
2016-01-30,-0.020,-0.003,0.030
2016-01-31,0.040,0.094,0.150
2016-02-01,0.040,0.087,0.100
2016-02-02,0.020,0.070,0.120
2016-02-03,0.070,0.090,0.110
2016-02-04,0.060,0.084,0.110
2016-02-05,0.060,0.067,0.070
2016-02-06,0.030,0.063,0.110
2016-02-07,0.050,0.126,0.220
2016-02-08,0.030,0.104,0.200
2016-02-09,-0.010,0.048,0.110
2016-02-10,0.060,0.092,0.130
2016-02-11,0.070,0.095,0.110
2016-02-12,0.020,0.062,0.090
2016-02-13,-0.010,0.023,0.050
2016-02-14,-0.110,0.036,0.140
2016-02-15,-0.010,0.118,0.190
2016-02-16,0.060,0.140,0.160
2016-02-17,0.070,0.115,0.150
2016-02-18,0.080,0.108,0.160
2016-02-19,0.080,0.093,0.100
2016-02-20,0.040,0.093,0.140
2016-02-21,0.080,0.114,0.130
2016-02-22,0.090,0.104,0.110
2016-02-23,0.080,0.108,0.140
2016-02-24,0.100,0.113,0.130
2016-02-25,0.050,0.079,0.110
2016-02-26,0.040,0.056,0.070
2016-02-27,0.020,0.071,0.110
2016-02-28,0.070,0.097,0.120
2016-02-29,0.050,0.065,0.070
2016-03-01,0.040,0.049,0.060
2016-03-02,0.050,0.066,0.080
2016-03-03,0.070,0.072,0.080
2016-03-04,0.060,0.073,0.090
2016-03-05,0.100,0.118,0.130
2016-03-06,0.090,0.136,0.150
2016-03-07,0.080,0.106,0.130
2016-03-08,0.020,0.050,0.070
2016-03-09,0.050,0.131,0.220
2016-03-10,0.090,0.126,0.180
2016-03-11,0.120,0.176,0.230
2016-03-12,-0.020,0.170,0.260
2016-03-13,-0.050,0.050,0.100
2016-03-14,-0.010,0.065,0.120
2016-03-15,0.020,0.100,0.150
2016-03-16,0.080,0.134,0.160
2016-03-17,0.070,0.128,0.150
2016-03-18,0.120,0.136,0.150
2016-03-19,0.110,0.129,0.150
2016-03-20,0.130,0.141,0.150
2016-03-21,0.100,0.123,0.130
2016-03-22,0.090,0.117,0.140
2016-03-23,0.080,0.115,0.130
2016-03-24,0.120,0.131,0.140
2016-03-25,0.100,0.130,0.140
2016-03-26,0.090,0.138,0.160
2016-03-27,0.120,0.146,0.190
2016-03-28,0.130,0.207,0.320
2016-03-29,0.080,0.165,0.290
2016-03-30,0.110,0.124,0.130
2016-03-31,0.080,0.108,0.130
2016-04-01,-0.010,0.038,0.080
2016-04-02,-0.050,0.038,0.160
2016-04-03,0.110,0.129,0.140
2016-04-04,0.120,0.125,0.130
2016-04-05,0.130,0.148,0.160
2016-04-06,0.060,0.110,0.170
2016-04-07,0.000,0.046,0.100
2016-04-08,0.070,0.087,0.100
2016-04-09,0.100,0.102,0.110
2016-04-10,0.070,0.082,0.100
2016-04-11,0.080,0.097,0.150
2016-04-12,0.030,0.080,0.180
2016-04-13,0.050,0.120,0.190
2016-04-14,0.030,0.085,0.150
2016-04-15,-0.020,0.054,0.130
2016-04-16,0.070,0.084,0.090
2016-04-17,0.070,0.094,0.130
2016-04-18,0.080,0.104,0.130
2016-04-19,0.010,0.066,0.100
2016-04-20,0.060,0.094,0.130
2016-04-21,0.060,0.077,0.090
2016-04-22,0.060,0.073,0.080
2016-04-23,0.020,0.069,0.100
2016-04-24,0.050,0.079,0.100
2016-04-25,-0.010,0.046,0.130
2016-04-26,0.050,0.104,0.140
2016-04-27,0.080,0.106,0.120
2016-04-28,0.040,0.079,0.100
2016-04-29,0.040,0.078,0.090
2016-04-30,0.060,0.076,0.090
2016-05-01,0.040,0.070,0.100
2016-05-02,0.090,0.103,0.110
2016-05-03,0.090,0.110,0.130
2016-05-04,0.060,0.100,0.120
2016-05-05,0.010,0.111,0.180
2016-05-06,0.110,0.163,0.180
2016-05-07,0.100,0.168,0.240
2016-05-08,0.110,0.151,0.210
2016-05-09,0.090,0.154,0.200
2016-05-10,0.130,0.154,0.180
2016-05-11,0.110,0.173,0.270
2016-05-12,-0.030,0.128,0.240
2016-05-13,0.000,0.049,0.080
2016-05-14,-0.030,0.080,0.160
2016-05-15,0.050,0.135,0.200
2016-05-16,0.130,0.167,0.260
2016-05-17,0.030,0.102,0.130
2016-05-18,0.050,0.094,0.110
2016-05-19,0.100,0.112,0.160
2016-05-20,0.050,0.097,0.140
2016-05-21,0.100,0.125,0.200
2016-05-22,0.040,0.110,0.150
2016-05-23,-0.030,0.032,0.070
2016-05-24,-0.080,0.046,0.150
2016-05-25,0.010,0.123,0.140
2016-05-26,0.080,0.114,0.140
2016-05-27,0.000,0.091,0.120
2016-05-28,0.060,0.087,0.130
2016-05-29,0.080,0.100,0.140
2016-05-30,0.030,0.085,0.120
2016-05-31,-0.010,0.090,0.120
2016-06-01,0.040,0.106,0.160
2016-06-02,0.090,0.122,0.140
2016-06-03,0.080,0.108,0.150
2016-06-04,0.070,0.130,0.150
2016-06-05,0.050,0.118,0.150
2016-06-06,0.100,0.119,0.140
2016-06-07,0.040,0.105,0.130
2016-06-08,0.100,0.128,0.180
2016-06-09,0.030,0.092,0.120
2016-06-10,0.040,0.103,0.130
2016-06-11,0.060,0.112,0.150
2016-06-12,0.100,0.128,0.190
2016-06-13,0.090,0.120,0.160
2016-06-14,0.020,0.108,0.190
2016-06-15,0.020,0.091,0.140
2016-06-16,0.090,0.139,0.220
2016-06-17,0.060,0.157,0.240
2016-06-18,-0.050,0.059,0.120
2016-06-19,0.040,0.106,0.120
2016-06-20,0.040,0.128,0.180
2016-06-21,0.100,0.142,0.210
2016-06-22,-0.030,0.140,0.190
2016-06-23,0.040,0.117,0.200
2016-06-24,0.060,0.126,0.200
2016-06-25,0.090,0.124,0.200
2016-06-26,0.020,0.098,0.150
2016-06-27,0.010,0.085,0.110
2016-06-28,-0.020,0.061,0.090
2016-06-29,0.040,0.078,0.110
2016-06-30,0.040,0.101,0.160
2016-07-01,0.080,0.114,0.130
2016-07-02,0.090,0.130,0.170
2016-07-03,0.050,0.133,0.170
2016-07-04,0.100,0.123,0.150
2016-07-05,0.070,0.120,0.140
2016-07-06,0.060,0.118,0.130
2016-07-07,0.030,0.125,0.200
2016-07-08,0.090,0.127,0.200
2016-07-09,0.000,0.100,0.130
2016-07-10,0.100,0.128,0.150
2016-07-11,0.100,0.144,0.190
2016-07-12,0.060,0.141,0.160
2016-07-13,0.090,0.135,0.150
2016-07-14,0.100,0.135,0.150
2016-07-15,0.110,0.135,0.170
2016-07-16,0.080,0.148,0.210
2016-07-17,0.070,0.153,0.200
2016-07-18,0.120,0.149,0.180
2016-07-19,0.050,0.138,0.180
2016-07-20,0.060,0.120,0.150
2016-07-21,0.070,0.115,0.150
2016-07-22,0.070,0.104,0.170
2016-07-23,0.090,0.123,0.160
2016-07-24,0.110,0.138,0.170
2016-07-25,0.080,0.132,0.150
2016-07-26,0.100,0.138,0.190
2016-07-27,0.050,0.121,0.150
2016-07-28,0.080,0.146,0.180
2016-07-29,0.060,0.138,0.180
2016-07-30,0.040,0.118,0.180
2016-07-31,0.040,0.114,0.160
2016-08-01,0.090,0.110,0.140
2016-08-02,0.060,0.131,0.160
2016-08-03,0.080,0.155,0.220
2016-08-04,0.110,0.146,0.190
2016-08-05,0.010,0.095,0.170
2016-08-06,0.030,0.087,0.130
2016-08-07,0.000,0.094,0.150
2016-08-08,0.020,0.093,0.110
2016-08-09,0.070,0.100,0.150
2016-08-10,0.080,0.118,0.180
2016-08-11,0.090,0.146,0.170
2016-08-12,0.040,0.129,0.170
2016-08-13,0.050,0.119,0.170
2016-08-14,0.100,0.123,0.170
2016-08-15,0.050,0.104,0.120
2016-08-16,0.090,0.118,0.130
2016-08-17,0.050,0.119,0.140
2016-08-18,0.040,0.113,0.140
2016-08-19,0.080,0.122,0.170
2016-08-20,0.100,0.128,0.150
2016-08-21,0.060,0.123,0.140
2016-08-22,0.070,0.131,0.160
2016-08-23,0.040,0.125,0.150
2016-08-24,0.070,0.126,0.160
2016-08-25,0.060,0.124,0.160
2016-08-26,0.110,0.129,0.160
2016-08-27,0.040,0.129,0.200
2016-08-28,0.070,0.148,0.190
2016-08-29,0.120,0.165,0.210
2016-08-30,0.100,0.140,0.180
2016-08-31,0.040,0.112,0.140
2016-09-01,0.060,0.133,0.170
2016-09-02,0.090,0.130,0.160
2016-09-03,0.080,0.138,0.160
2016-09-04,0.090,0.126,0.180
2016-09-05,0.030,0.125,0.220
2016-09-06,0.100,0.120,0.180
2016-09-07,0.030,0.110,0.140
2016-09-08,-0.050,0.083,0.140
2016-09-09,0.020,0.089,0.140
2016-09-10,0.100,0.110,0.150
2016-09-11,0.030,0.100,0.170
2016-09-12,0.120,0.140,0.190
2016-09-13,0.040,0.128,0.160
2016-09-14,0.040,0.137,0.160
2016-09-15,0.060,0.144,0.180
2016-09-16,0.060,0.106,0.170
2016-09-17,-0.020,0.088,0.130
2016-09-18,0.090,0.118,0.140
2016-09-19,0.080,0.126,0.160
2016-09-20,0.120,0.139,0.160
2016-09-21,0.100,0.133,0.140
2016-09-22,0.120,0.141,0.200
2016-09-23,0.070,0.133,0.170
2016-09-24,0.060,0.125,0.170
2016-09-25,0.090,0.118,0.150
2016-09-26,0.080,0.115,0.130
2016-09-27,0.100,0.127,0.150
2016-09-28,0.060,0.129,0.170
2016-09-29,0.090,0.127,0.140
2016-09-30,0.090,0.128,0.140
2016-10-01,0.030,0.126,0.170
2016-10-02,0.080,0.130,0.150
2016-10-03,0.120,0.148,0.170
2016-10-04,0.100,0.148,0.170
2016-10-05,0.130,0.136,0.150
2016-10-06,0.110,0.122,0.130
2016-10-07,0.090,0.120,0.140
2016-10-08,0.080,0.124,0.140
2016-10-09,0.110,0.124,0.140
2016-10-10,0.020,0.120,0.140
2016-10-11,0.080,0.127,0.160
2016-10-12,0.120,0.143,0.170
2016-10-13,0.120,0.143,0.180
2016-10-14,0.070,0.114,0.120
2016-10-15,0.070,0.109,0.120
2016-10-16,0.060,0.137,0.260
2016-10-17,0.080,0.109,0.130
2016-10-18,0.100,0.125,0.150
2016-10-19,0.080,0.103,0.120
2016-10-20,0.070,0.091,0.110
2016-10-21,0.100,0.124,0.150
2016-10-22,0.070,0.127,0.160
2016-10-23,0.110,0.117,0.130
2016-10-24,0.090,0.114,0.160
2016-10-25,0.070,0.110,0.130
2016-10-26,0.070,0.109,0.120
2016-10-27,0.060,0.118,0.140
2016-10-28,0.050,0.116,0.140
2016-10-29,0.080,0.114,0.130
2016-10-30,0.070,0.110,0.130
2016-10-31,0.080,0.113,0.120
2016-11-01,0.050,0.116,0.120
2016-11-02,0.120,0.121,0.130
2016-11-03,0.110,0.116,0.120
2016-11-04,0.100,0.126,0.140
2016-11-05,0.110,0.122,0.130
2016-11-06,0.080,0.128,0.140
2016-11-07,0.110,0.128,0.150
2016-11-08,0.090,0.144,0.170
2016-11-09,0.100,0.135,0.170
2016-11-10,0.050,0.125,0.180
2016-11-11,0.150,0.174,0.190
2016-11-12,0.110,0.131,0.160
2016-11-13,0.100,0.115,0.130
2016-11-14,0.100,0.109,0.120
2016-11-15,0.070,0.083,0.100
2016-11-16,0.030,0.059,0.080
2016-11-17,0.070,0.083,0.090
2016-11-18,0.080,0.085,0.100
2016-11-19,0.040,0.090,0.100
2016-11-20,0.060,0.101,0.120
2016-11-21,0.050,0.069,0.080
2016-11-22,0.080,0.093,0.130
2016-11-23,0.060,0.111,0.170
2016-11-24,0.040,0.072,0.100
2016-11-25,-0.010,0.058,0.100
2016-11-26,0.000,0.051,0.070
2016-11-27,0.030,0.064,0.090
2016-11-28,0.060,0.080,0.110
2016-11-29,0.120,0.132,0.140
2016-11-30,0.100,0.113,0.120
2016-12-01,0.100,0.109,0.120
2016-12-02,0.060,0.089,0.100
2016-12-03,0.060,0.079,0.090
2016-12-04,0.050,0.103,0.130
2016-12-05,0.110,0.122,0.130
2016-12-06,0.120,0.126,0.140
2016-12-07,0.110,0.117,0.130
2016-12-08,0.100,0.114,0.120
